6,1,7,8,9,3,2,5,4
4,3,9,2,1,5,8,6,7
2,8,5,7,6,4,1,9,3
5,2,6,9,4,7,3,8,1
8,9,4,1,3,6,7,2,5
3,7,1,5,2,8,9,4,6
7,6,8,3,5,2,4,1,9
9,5,2,4,7,1,6,3,8
1,4,3,6,8,9,5,7,2
